seg_id,pci,pci_desc,maintenance_priority
SS-025856-PV1,54.2,Poor,Medium
SS-025857-PV1,62.13,Fair,Low
SS-025860-PV1,67.04,Fair,Low
SS-025864-PV1,87.57,Good,Routine
SS-025865-PV1,75.75,Satisfactory,Routine
SS-025866-PV1,84.16,Satisfactory,Routine
SS-025867-PV1,98.89,Good,Routine
SS-025870-PV1,98.95,Good,Routine
SS-025871-PV1,99.41,Good,Routine
SS-025872-PV1,100.0,Good,Routine
SS-025873-PV1,88.5,Good,Routine
SS-025874-PV1,100.0,Good,Routine
SS-025875-PV1,100.0,Good,Routine
SS-025876-PV1,98.4,Good,Routine
SS-025877-PV1,84.9,Satisfactory,Routine
SS-025878-PV1,97.6,Good,Routine
SS-025879-PV1,100.0,Good,Routine
SS-025880-PV1,98.81,Good,Routine
SS-025881-PV1,77.15,Satisfactory,Routine
SS-025882-PV1,64.96,Fair,Low
SS-025883-PV1,68.12,Fair,Low
SS-025884-PV1,72.86,Satisfactory,Routine
SS-025885-PV1,66.09,Fair,Low
SS-025886-PV1,53.06,Poor,Medium
SS-025887-PV1,100.0,Good,Routine
SS-025888-PV1,44.61,Poor,Medium
SS-025889-PV1,54.67,Poor,Medium
SS-025890-PV1,89.36,Good,Routine
SS-025891-PV1,99.38,Good,Routine
SS-025892-PV1,97.41,Good,Routine
SS-025893-PV1,71.97,Satisfactory,Routine
SS-025894-PV1,55.98,Fair,Low
SS-025895-PV1,65.84,Fair,Low
SS-025896-PV1,93.63,Good,Routine
SS-025897-PV1,100.0,Good,Routine
SS-025898-PV1,100.0,Good,Routine
SS-025899-PV1,100.0,Good,Routine
SS-025900-PV1,100.0,Good,Routine
SS-025901-PV1,94.21,Good,Routine
SS-025902-PV1,57.65,Fair,Low
SS-025903-PV1,54.56,Poor,Medium
SS-025904-PV1,64.47,Fair,Low
SS-025905-PV1,64.86,Fair,Low
SS-025906-PV1,70.08,Satisfactory,Routine
SS-025907-PV1,71.5,Satisfactory,Routine
SS-025908-PV1,75.64,Satisfactory,Routine
SS-025909-PV1,49.6,Poor,Medium
SS-025910-PV1,100.0,Good,Routine
SS-025911-PV1,100.0,Good,Routine
SS-025912-PV1,100.0,Good,Routine
SS-025913-PV1,100.0,Good,Routine
SS-025914-PV1,100.0,Good,Routine
SS-025915-PV1,94.77,Good,Routine
SS-025916-PV1,83.45,Satisfactory,Routine
SS-025917-PV1,100.0,Good,Routine
SS-025918-PV1,92.39,Good,Routine
SS-025919-PV1,96.21,Good,Routine
SS-025920-PV1,75.2,Satisfactory,Routine
SS-025927-PV1,49.25,Poor,Medium
SS-025928-PV1,57.61,Fair,Low
SS-025929-PV1,41.11,Poor,Medium
SS-025930-PV1,37.81,Very Poor,High
SS-025931-PV1,80.24,Satisfactory,Routine
SS-025932-PV1,85.88,Good,Routine
SS-025933-PV1,86.36,Good,Routine
SS-025934-PV1,98.58,Good,Routine
SS-025935-PV1,100.0,Good,Routine
SS-025936-PV1,95.9,Good,Routine
SS-025937-PV1,75.73,Satisfactory,Routine
SS-025938-PV1,89.06,Good,Routine
SS-025939-PV1,84.82,Satisfactory,Routine
SS-025940-PV1,92.16,Good,Routine
SS-025941-PV1,89.17,Good,Routine
SS-025942-PV1,76.05,Satisfactory,Routine
SS-025943-PV1,67.85,Fair,Low
SS-025944-PV1,81.64,Satisfactory,Routine
SS-025947-PV1,73.0,Satisfactory,Routine
SS-025948-PV1,67.72,Fair,Low
SS-025951-PV1,71.86,Satisfactory,Routine
SS-025952-PV1,88.8,Good,Routine
SS-025953-PV1,80.23,Satisfactory,Routine
SS-025954-PV1,74.07,Satisfactory,Routine
SS-025955-PV1,30.57,Very Poor,High
SS-025956-PV1,53.11,Poor,Medium
SS-025957-PV1,71.82,Satisfactory,Routine
SS-025958-PV1,75.73,Satisfactory,Routine
SS-025959-PV1,66.68,Fair,Low
SS-025960-PV1,100.0,Good,Routine
SS-025961-PV1,100.0,Good,Routine
SS-025962-PV1,97.8,Good,Routine
SS-025963-PV1,85.8,Good,Routine
SS-025964-PV1,89.2,Good,Routine
SS-025965-PV1,88.52,Good,Routine
SS-025966-PV1,80.22,Satisfactory,Routine
SS-025967-PV1,82.7,Satisfactory,Routine
SS-025968-PV1,83.28,Satisfactory,Routine
SS-025969-PV1,97.0,Good,Routine
SS-025970-PV1,96.6,Good,Routine
SS-025971-PV1,26.63,Very Poor,High
SS-025972-PV1,61.29,Fair,Low
SS-025973-PV1,64.97,Fair,Low
SS-025974-PV1,53.19,Poor,Medium
SS-025975-PV1,33.16,Very Poor,High
SS-025976-PV1,84.24,Satisfactory,Routine
SS-025977-PV1,97.0,Good,Routine
SS-025978-PV1,58.21,Fair,Low
SS-025980-PV1,96.2,Good,Routine
SS-025981-PV1,87.56,Good,Routine
SS-025982-PV1,74.95,Satisfactory,Routine
SS-025983-PV1,51.96,Poor,Medium
SS-025984-PV1,85.52,Good,Routine
SS-025985-PV1,82.3,Satisfactory,Routine
SS-025986-PV1,82.48,Satisfactory,Routine
SS-025987-PV1,81.18,Satisfactory,Routine
SS-025988-PV1,84.92,Satisfactory,Routine
SS-025989-PV1,100.0,Good,Routine
SS-025990-PV1,83.98,Satisfactory,Routine
SS-025991-PV1,85.92,Good,Routine
SS-025992-PV1,79.19,Satisfactory,Routine
SS-025993-PV1,79.51,Satisfactory,Routine
SS-025994-PV1,82.14,Satisfactory,Routine
SS-025995-PV1,87.92,Good,Routine
SS-025997-PV1,71.48,Satisfactory,Routine
SS-025998-PV1,75.51,Satisfactory,Routine
SS-025999-PV1,74.45,Satisfactory,Routine
SS-026000-PV1,91.6,Good,Routine
SS-026002-PV1,77.72,Satisfactory,Routine
SS-026003-PV1,79.17,Satisfactory,Routine
SS-026004-PV1,55.88,Fair,Low
SS-026005-PV1,65.85,Fair,Low
SS-026006-PV1,75.83,Satisfactory,Routine
SS-026007-PV1,74.89,Satisfactory,Routine
SS-026008-PV1,71.29,Satisfactory,Routine
SS-026009-PV1,81.29,Satisfactory,Routine
SS-026010-PV1,83.8,Satisfactory,Routine
SS-026011-PV1,84.0,Satisfactory,Routine
SS-026012-PV1,85.04,Good,Routine
SS-026013-PV1,80.86,Satisfactory,Routine
SS-026014-PV1,74.48,Satisfactory,Routine
SS-026015-PV1,55.4,Fair,Low
SS-026016-PV1,82.76,Satisfactory,Routine
SS-026017-PV1,79.35,Satisfactory,Routine
SS-026018-PV1,70.46,Satisfactory,Routine
SS-026019-PV1,70.87,Satisfactory,Routine
SS-026020-PV1,77.12,Satisfactory,Routine
SS-026022-PV1,83.98,Satisfactory,Routine
SS-026025-PV1,97.6,Good,Routine
SS-026026-PV1,97.2,Good,Routine
SS-026027-PV1,98.4,Good,Routine
SS-026028-PV1,100.0,Good,Routine
SS-026029-PV1,100.0,Good,Routine
SS-026030-PV1,82.4,Satisfactory,Routine
SS-026031-PV1,100.0,Good,Routine
SS-026032-PV1,82.6,Satisfactory,Routine
SS-026033-PV1,100.0,Good,Routine
SS-026034-PV1,78.52,Satisfactory,Routine
SS-026035-PV1,99.2,Good,Routine
SS-026036-PV1,78.08,Satisfactory,Routine
SS-026044-PV1,100.0,Good,Routine
SS-026045-PV1,77.7,Satisfactory,Routine
SS-026047-PV1,85.52,Good,Routine
SS-026048-PV1,33.15,Very Poor,High
SS-026049-PV1,37.78,Very Poor,High
SS-026050-PV1,51.06,Poor,Medium
SS-026051-PV1,56.1,Fair,Low
SS-026052-PV1,75.92,Satisfactory,Routine
SS-026055-PV1,23.99,Serious,Critical
SS-026056-PV1,18.77,Serious,Critical
SS-026057-PV1,15.86,Serious,Critical
SS-026058-PV1,25.11,Very Poor,High
SS-026059-PV1,65.53,Fair,Low
SS-026060-PV1,65.19,Fair,Low
SS-026061-PV1,66.55,Fair,Low
SS-026062-PV1,82.39,Satisfactory,Routine
SS-026063-PV1,90.48,Good,Routine
SS-026064-PV1,82.79,Satisfactory,Routine
SS-026065-PV1,88.0,Good,Routine
SS-026066-PV1,92.0,Good,Routine
SS-026067-PV1,89.8,Good,Routine
SS-026068-PV1,89.6,Good,Routine
SS-026069-PV1,82.62,Satisfactory,Routine
SS-026070-PV1,95.1,Good,Routine
SS-026071-PV1,98.4,Good,Routine
SS-026072-PV1,18.27,Serious,Critical
SS-026073-PV1,97.4,Good,Routine
SS-026074-PV1,100.0,Good,Routine
SS-026075-PV1,67.56,Fair,Low
SS-026076-PV1,53.4,Poor,Medium
SS-026077-PV1,12.92,Serious,Critical
SS-026078-PV1,100.0,Good,Routine
SS-026079-PV1,98.0,Good,Routine
SS-026080-PV1,100.0,Good,Routine
SS-026081-PV1,100.0,Good,Routine
SS-026082-PV1,100.0,Good,Routine
SS-026083-PV1,99.6,Good,Routine
SS-026084-PV1,77.56,Satisfactory,Routine
SS-026085-PV1,54.85,Poor,Medium
SS-026086-PV1,80.02,Satisfactory,Routine
SS-026087-PV1,42.15,Poor,Medium
SS-026088-PV1,33.17,Very Poor,High
SS-026089-PV1,85.31,Good,Routine
SS-026090-PV1,97.2,Good,Routine
SS-026091-PV1,99.01,Good,Routine
SS-026092-PV1,56.59,Fair,Low
SS-026093-PV1,99.53,Good,Routine
SS-026094-PV1,100.0,Good,Routine
SS-026095-PV1,70.15,Satisfactory,Routine
SS-026096-PV1,76.45,Satisfactory,Routine
SS-026097-PV1,52.82,Poor,Medium
SS-026098-PV1,100.0,Good,Routine
SS-026099-PV1,67.91,Fair,Low
SS-026100-PV1,18.37,Serious,Critical
SS-026101-PV1,39.61,Very Poor,High
SS-026102-PV1,81.36,Satisfactory,Routine
SS-026103-PV1,89.99,Good,Routine
SS-026104-PV1,80.45,Satisfactory,Routine
SS-026105-PV1,81.02,Satisfactory,Routine
SS-026106-PV1,46.92,Poor,Medium
SS-026107-PV1,42.78,Poor,Medium
SS-026108-PV1,37.59,Very Poor,High
SS-026109-PV1,47.41,Poor,Medium
SS-026110-PV1,45.36,Poor,Medium
SS-026111-PV1,64.57,Fair,Low
SS-026112-PV1,39.91,Very Poor,High
SS-026113-PV1,45.34,Poor,Medium
SS-026114-PV1,51.84,Poor,Medium
SS-026115-PV1,67.78,Fair,Low
SS-026116-PV1,75.47,Satisfactory,Routine
SS-026117-PV1,50.2,Poor,Medium
SS-026118-PV1,56.17,Fair,Low
SS-026120-PV1,23.29,Serious,Critical
SS-026121-PV1,38.6,Very Poor,High
SS-026122-PV1,74.46,Satisfactory,Routine
SS-026123-PV1,76.23,Satisfactory,Routine
SS-026124-PV1,67.34,Fair,Low
SS-026125-PV1,81.92,Satisfactory,Routine
SS-026128-PV1,93.2,Good,Routine
SS-026129-PV1,70.73,Satisfactory,Routine
SS-026130-PV1,66.05,Fair,Low
SS-026131-PV1,61.4,Fair,Low
SS-026132-PV1,69.71,Fair,Low
SS-026133-PV1,73.24,Satisfactory,Routine
SS-026134-PV1,67.28,Fair,Low
SS-026135-PV1,69.16,Fair,Low
SS-026136-PV1,98.0,Good,Routine
SS-026137-PV1,76.86,Satisfactory,Routine
SS-026138-PV1,71.39,Satisfactory,Routine
SS-026139-PV1,75.38,Satisfactory,Routine
SS-026140-PV1,70.02,Satisfactory,Routine
SS-026141-PV1,91.0,Good,Routine
SS-026142-PV1,59.78,Fair,Low
SS-026143-PV1,15.49,Serious,Critical
SS-026144-PV1,53.85,Poor,Medium
SS-026145-PV1,31.55,Very Poor,High
SS-026146-PV1,40.76,Poor,Medium
SS-026151-PV1,72.32,Satisfactory,Routine
SS-026152-PV1,53.16,Poor,Medium
SS-026153-PV1,73.76,Satisfactory,Routine
SS-026154-PV1,63.37,Fair,Low
SS-026155-PV1,73.28,Satisfactory,Routine
SS-026156-PV1,74.54,Satisfactory,Routine
SS-026157-PV1,77.71,Satisfactory,Routine
SS-026158-PV1,35.99,Very Poor,High
SS-026159-PV1,100.0,Good,Routine
SS-026160-PV1,100.0,Good,Routine
SS-026161-PV1,91.4,Good,Routine
SS-026162-PV1,99.0,Good,Routine
SS-026163-PV1,100.0,Good,Routine
SS-026164-PV1,100.0,Good,Routine
SS-026165-PV1,29.0,Very Poor,High
SS-026166-PV1,77.23,Satisfactory,Routine
SS-026167-PV1,74.6,Satisfactory,Routine
SS-026168-PV1,91.0,Good,Routine
SS-026169-PV1,73.8,Satisfactory,Routine
SS-026171-PV1,27.23,Very Poor,High
SS-026172-PV1,88.28,Good,Routine
SS-026173-PV1,20.7,Serious,Critical
SS-026174-PV1,29.57,Very Poor,High
SS-026175-PV1,42.91,Poor,Medium
SS-026176-PV1,74.34,Satisfactory,Routine
SS-026177-PV1,96.0,Good,Routine
SS-026178-PV1,100.0,Good,Routine
SS-026179-PV1,100.0,Good,Routine
SS-026180-PV1,83.08,Satisfactory,Routine
SS-026181-PV1,28.92,Very Poor,High
SS-026182-PV1,44.97,Poor,Medium
SS-026183-PV1,56.55,Fair,Low
SS-026184-PV1,68.3,Fair,Low
SS-026185-PV1,95.2,Good,Routine
SS-026186-PV1,89.0,Good,Routine
SS-026187-PV1,49.22,Poor,Medium
SS-026188-PV1,90.0,Good,Routine
SS-026189-PV1,80.72,Satisfactory,Routine
SS-026190-PV1,48.43,Poor,Medium
SS-026191-PV1,63.06,Fair,Low
SS-026209-PV1,85.32,Good,Routine
SS-026214-PV1,47.45,Poor,Medium
SS-026215-PV1,65.92,Fair,Low
SS-026216-PV1,69.5,Fair,Low
SS-026217-PV1,74.1,Satisfactory,Routine
SS-026218-PV1,75.53,Satisfactory,Routine
SS-026219-PV1,62.07,Fair,Low
SS-026220-PV1,62.88,Fair,Low
SS-026222-PV1,99.2,Good,Routine
SS-026223-PV1,88.0,Good,Routine
SS-026224-PV1,80.72,Satisfactory,Routine
SS-026225-PV1,76.69,Satisfactory,Routine
SS-026226-PV1,80.24,Satisfactory,Routine
SS-026227-PV1,78.0,Satisfactory,Routine
SS-026228-PV1,78.45,Satisfactory,Routine
SS-026229-PV1,92.4,Good,Routine
SS-026230-PV1,83.84,Satisfactory,Routine
SS-026231-PV1,35.61,Very Poor,High
SS-026232-PV1,52.69,Poor,Medium
SS-026234-PV1,45.03,Poor,Medium
SS-026235-PV1,76.17,Satisfactory,Routine
SS-026238-PV1,100.0,Good,Routine
SS-026239-PV1,47.91,Poor,Medium
SS-026240-PV1,43.22,Poor,Medium
SS-026241-PV1,40.01,Poor,Medium
SS-026242-PV1,60.11,Fair,Low
SS-026244-PV1,62.48,Fair,Low
SS-026245-PV1,46.87,Poor,Medium
SS-026246-PV1,76.34,Satisfactory,Routine
SS-026247-PV1,69.93,Fair,Low
SS-026248-PV1,88.6,Good,Routine
SS-026249-PV1,88.4,Good,Routine
SS-026250-PV1,88.4,Good,Routine
SS-026251-PV1,75.73,Satisfactory,Routine
SS-026252-PV1,93.9,Good,Routine
SS-026253-PV1,75.99,Satisfactory,Routine
SS-026254-PV1,75.18,Satisfactory,Routine
SS-026256-PV1,80.0,Satisfactory,Routine
SS-026257-PV1,61.35,Fair,Low
SS-026258-PV1,75.0,Satisfactory,Routine
SS-026259-PV1,85.12,Good,Routine
SS-026260-PV1,94.0,Good,Routine
SS-026261-PV1,93.3,Good,Routine
SS-026262-PV1,61.6,Fair,Low
SS-026263-PV1,74.64,Satisfactory,Routine
SS-026264-PV1,87.89,Good,Routine
SS-026265-PV1,74.93,Satisfactory,Routine
SS-026266-PV1,74.94,Satisfactory,Routine
SS-026268-PV1,70.34,Satisfactory,Routine
SS-026269-PV1,82.52,Satisfactory,Routine
SS-026270-PV1,79.65,Satisfactory,Routine
SS-026271-PV1,86.22,Good,Routine
SS-026272-PV1,8.86,Failed,Critical
SS-026273-PV1,64.79,Fair,Low
SS-026274-PV1,86.7,Good,Routine
SS-026275-PV1,98.4,Good,Routine
SS-026277-PV1,85.2,Good,Routine
SS-026278-PV1,76.58,Satisfactory,Routine
SS-026279-PV1,100.0,Good,Routine
SS-026280-PV1,93.51,Good,Routine
SS-026281-PV1,97.0,Good,Routine
SS-026282-PV1,78.37,Satisfactory,Routine
SS-026283-PV1,76.86,Satisfactory,Routine
SS-026284-PV1,88.8,Good,Routine
SS-026285-PV1,53.8,Poor,Medium
SS-026288-PV1,59.0,Fair,Low
SS-026289-PV1,63.64,Fair,Low
SS-026290-PV1,57.73,Fair,Low
SS-026291-PV1,77.85,Satisfactory,Routine
SS-026292-PV1,85.62,Good,Routine
SS-026293-PV1,75.71,Satisfactory,Routine
SS-026294-PV1,98.34,Good,Routine
SS-026297-PV1,76.29,Satisfactory,Routine
SS-026298-PV1,97.0,Good,Routine
SS-026299-PV1,77.63,Satisfactory,Routine
SS-026300-PV1,76.24,Satisfactory,Routine
SS-026301-PV1,72.51,Satisfactory,Routine
SS-026302-PV1,71.43,Satisfactory,Routine
SS-026303-PV1,76.55,Satisfactory,Routine
SS-026304-PV1,90.51,Good,Routine
SS-026305-PV1,76.21,Satisfactory,Routine
SS-026306-PV1,79.52,Satisfactory,Routine
SS-026307-PV1,78.96,Satisfactory,Routine
SS-026308-PV1,84.94,Satisfactory,Routine
SS-026309-PV1,78.51,Satisfactory,Routine
SS-026310-PV1,100.0,Good,Routine
SS-026311-PV1,100.0,Good,Routine
SS-026312-PV1,67.41,Fair,Low
SS-026313-PV1,88.28,Good,Routine
SS-026314-PV1,82.88,Satisfactory,Routine
SS-026315-PV1,100.0,Good,Routine
SS-026316-PV1,35.36,Very Poor,High
SS-026317-PV1,29.2,Very Poor,High
SS-026318-PV1,60.18,Fair,Low
SS-026319-PV1,55.69,Fair,Low
SS-026320-PV1,52.61,Poor,Medium
SS-026321-PV1,71.63,Satisfactory,Routine
SS-026322-PV1,43.23,Poor,Medium
SS-026323-PV1,64.03,Fair,Low
SS-026324-PV1,83.01,Satisfactory,Routine
SS-026325-PV1,86.4,Good,Routine
SS-026326-PV1,94.0,Good,Routine
SS-026327-PV1,100.0,Good,Routine
SS-026328-PV1,62.44,Fair,Low
SS-026329-PV1,44.84,Poor,Medium
SS-026330-PV1,53.7,Poor,Medium
SS-026331-PV1,65.01,Fair,Low
SS-026332-PV1,65.34,Fair,Low
SS-026333-PV1,73.46,Satisfactory,Routine
SS-026334-PV1,95.71,Good,Routine
SS-026335-PV1,93.39,Good,Routine
SS-026336-PV1,64.12,Fair,Low
SS-026337-PV1,66.86,Fair,Low
SS-026339-PV1,23.05,Serious,Critical
SS-026340-PV1,99.0,Good,Routine
SS-026341-PV1,45.98,Poor,Medium
SS-026342-PV1,46.57,Poor,Medium
SS-026343-PV1,50.73,Poor,Medium
SS-026344-PV1,71.94,Satisfactory,Routine
SS-026345-PV1,72.18,Satisfactory,Routine
SS-026346-PV1,78.12,Satisfactory,Routine
SS-026348-PV1,72.31,Satisfactory,Routine
SS-026349-PV1,77.41,Satisfactory,Routine
SS-026350-PV1,39.1,Very Poor,High
SS-026352-PV1,76.03,Satisfactory,Routine
SS-026353-PV1,82.43,Satisfactory,Routine
SS-026354-PV1,82.42,Satisfactory,Routine
SS-026356-PV1,65.43,Fair,Low
SS-026357-PV1,48.04,Poor,Medium
SS-026358-PV1,34.73,Very Poor,High
SS-026359-PV1,51.83,Poor,Medium
SS-026360-PV1,58.18,Fair,Low
SS-026361-PV1,67.11,Fair,Low
SS-026362-PV1,95.13,Good,Routine
SS-026363-PV1,93.02,Good,Routine
SS-026364-PV1,61.24,Fair,Low
SS-026365-PV1,75.26,Satisfactory,Routine
SS-026366-PV1,77.15,Satisfactory,Routine
SS-026368-PV1,72.14,Satisfactory,Routine
SS-026369-PV1,67.05,Fair,Low
SS-026370-PV1,65.1,Fair,Low
SS-026371-PV1,58.87,Fair,Low
SS-026372-PV1,74.64,Satisfactory,Routine
SS-026373-PV1,68.93,Fair,Low
SS-026374-PV1,82.31,Satisfactory,Routine
SS-026375-PV1,95.58,Good,Routine
SS-026376-PV1,79.92,Satisfactory,Routine
SS-026377-PV1,78.44,Satisfactory,Routine
SS-026378-PV1,92.0,Good,Routine
SS-026379-PV1,68.89,Fair,Low
SS-026384-PV1,76.25,Satisfactory,Routine
SS-026385-PV1,78.27,Satisfactory,Routine
SS-026386-PV1,81.52,Satisfactory,Routine
SS-026387-PV1,80.16,Satisfactory,Routine
SS-026388-PV1,68.37,Fair,Low
SS-026389-PV1,71.03,Satisfactory,Routine
SS-026390-PV1,53.3,Poor,Medium
SS-026391-PV1,56.4,Fair,Low
SS-026392-PV1,68.06,Fair,Low
SS-026393-PV1,97.6,Good,Routine
SS-026394-PV1,17.41,Serious,Critical
SS-026395-PV1,19.08,Serious,Critical
SS-026396-PV1,18.91,Serious,Critical
SS-026397-PV1,70.2,Satisfactory,Routine
SS-026398-PV1,64.44,Fair,Low
SS-026399-PV1,69.24,Fair,Low
SS-026400-PV1,72.68,Satisfactory,Routine
SS-026401-PV1,89.2,Good,Routine
SS-026402-PV1,84.6,Satisfactory,Routine
SS-026403-PV1,69.74,Fair,Low
SS-026405-PV1,64.46,Fair,Low
SS-026406-PV1,9.47,Failed,Critical
SS-026407-PV1,83.56,Satisfactory,Routine
SS-026408-PV1,98.4,Good,Routine
SS-026409-PV1,76.04,Satisfactory,Routine
SS-026411-PV1,75.08,Satisfactory,Routine
SS-026412-PV1,96.2,Good,Routine
SS-026413-PV1,95.6,Good,Routine
SS-026415-PV1,87.5,Good,Routine
SS-026416-PV1,74.22,Satisfactory,Routine
SS-026417-PV1,78.53,Satisfactory,Routine
SS-026418-PV1,77.6,Satisfactory,Routine
SS-026419-PV1,100.0,Good,Routine
SS-026420-PV1,63.79,Fair,Low
SS-026422-PV1,84.52,Satisfactory,Routine
SS-026423-PV1,99.32,Good,Routine
SS-026424-PV1,61.45,Fair,Low
SS-026425-PV1,72.82,Satisfactory,Routine
SS-026426-PV1,74.27,Satisfactory,Routine
SS-026427-PV1,74.18,Satisfactory,Routine
SS-026428-PV1,75.07,Satisfactory,Routine
SS-026429-PV1,76.55,Satisfactory,Routine
SS-026430-PV1,81.14,Satisfactory,Routine
SS-026431-PV1,67.36,Fair,Low
SS-026432-PV1,74.76,Satisfactory,Routine
SS-026433-PV1,93.9,Good,Routine
SS-026434-PV1,93.38,Good,Routine
SS-026435-PV1,86.68,Good,Routine
SS-026436-PV1,69.88,Fair,Low
SS-026437-PV1,85.5,Good,Routine
SS-026438-PV1,99.2,Good,Routine
SS-026439-PV1,100.0,Good,Routine
SS-026441-PV1,67.26,Fair,Low
SS-026442-PV1,86.4,Good,Routine
SS-026443-PV1,100.0,Good,Routine
SS-026444-PV1,77.32,Satisfactory,Routine
SS-026445-PV1,85.75,Good,Routine
SS-026446-PV1,92.4,Good,Routine
SS-026447-PV1,89.8,Good,Routine
SS-026448-PV1,92.0,Good,Routine
SS-026449-PV1,88.39,Good,Routine
SS-026450-PV1,97.68,Good,Routine
SS-026451-PV1,99.2,Good,Routine
SS-026452-PV1,89.81,Good,Routine
SS-026453-PV1,78.99,Satisfactory,Routine
SS-026454-PV1,91.6,Good,Routine
SS-026455-PV1,78.75,Satisfactory,Routine
SS-026456-PV1,75.73,Satisfactory,Routine
SS-026457-PV1,77.28,Satisfactory,Routine
SS-026458-PV1,74.8,Satisfactory,Routine
SS-026459-PV1,6.33,Failed,Critical
SS-026460-PV1,7.42,Failed,Critical
SS-026461-PV1,10.66,Serious,Critical
SS-026462-PV1,64.83,Fair,Low
SS-026463-PV1,68.47,Fair,Low
SS-026464-PV1,54.59,Poor,Medium
SS-026465-PV1,67.21,Fair,Low
SS-026466-PV1,72.13,Satisfactory,Routine
SS-026467-PV1,81.68,Satisfactory,Routine
SS-026468-PV1,92.4,Good,Routine
SS-026469-PV1,78.87,Satisfactory,Routine
SS-026470-PV1,81.07,Satisfactory,Routine
SS-026471-PV1,83.14,Satisfactory,Routine
SS-026472-PV1,78.2,Satisfactory,Routine
SS-026473-PV1,77.0,Satisfactory,Routine
SS-026479-PV1,61.23,Fair,Low
SS-026480-PV1,81.31,Satisfactory,Routine
SS-026481-PV1,9.9,Failed,Critical
SS-026482-PV1,52.97,Poor,Medium
SS-026483-PV1,100.0,Good,Routine
SS-026485-PV1,24.66,Serious,Critical
SS-026486-PV1,34.14,Very Poor,High
SS-026487-PV1,31.99,Very Poor,High
SS-026488-PV1,47.18,Poor,Medium
SS-026489-PV1,38.74,Very Poor,High
SS-026490-PV1,78.3,Satisfactory,Routine
SS-026491-PV1,74.25,Satisfactory,Routine
SS-026492-PV1,85.3,Good,Routine
SS-026493-PV1,83.6,Satisfactory,Routine
SS-026494-PV1,68.04,Fair,Low
SS-026495-PV1,61.58,Fair,Low
SS-026496-PV1,66.88,Fair,Low
SS-026497-PV1,34.1,Very Poor,High
SS-026498-PV1,43.89,Poor,Medium
SS-026499-PV1,73.33,Satisfactory,Routine
SS-026500-PV1,71.78,Satisfactory,Routine
SS-026501-PV1,74.09,Satisfactory,Routine
SS-026502-PV1,55.42,Fair,Low
SS-026503-PV1,79.6,Satisfactory,Routine
SS-026504-PV1,80.65,Satisfactory,Routine
SS-026505-PV1,22.49,Serious,Critical
SS-026507-PV1,89.5,Good,Routine
SS-026508-PV1,24.21,Serious,Critical
SS-026509-PV1,98.8,Good,Routine
SS-026510-PV1,60.29,Fair,Low
SS-026511-PV1,89.5,Good,Routine
SS-026512-PV1,77.54,Satisfactory,Routine
SS-026513-PV1,74.21,Satisfactory,Routine
SS-026514-PV1,76.73,Satisfactory,Routine
SS-026515-PV1,75.48,Satisfactory,Routine
SS-026516-PV1,69.3,Fair,Low
SS-026517-PV1,68.16,Fair,Low
SS-026518-PV1,63.89,Fair,Low
SS-026519-PV1,63.82,Fair,Low
SS-026520-PV1,62.22,Fair,Low
SS-026521-PV1,7.35,Failed,Critical
SS-026522-PV1,5.85,Failed,Critical
SS-026523-PV1,83.6,Satisfactory,Routine
SS-026524-PV1,55.44,Fair,Low
SS-026525-PV1,83.52,Satisfactory,Routine
SS-026526-PV1,92.7,Good,Routine
SS-026527-PV1,74.7,Satisfactory,Routine
SS-026528-PV1,37.84,Very Poor,High
SS-026531-PV1,9.46,Failed,Critical
SS-026532-PV1,80.1,Satisfactory,Routine
SS-026533-PV1,89.4,Good,Routine
SS-026534-PV1,68.04,Fair,Low
SS-026535-PV1,62.44,Fair,Low
SS-026536-PV1,63.05,Fair,Low
SS-026537-PV1,71.24,Satisfactory,Routine
SS-026538-PV1,36.34,Very Poor,High
SS-026539-PV1,14.79,Serious,Critical
SS-026540-PV1,21.19,Serious,Critical
SS-026541-PV1,2.92,Failed,Critical
SS-026542-PV1,32.72,Very Poor,High
SS-026543-PV1,23.32,Serious,Critical
SS-026544-PV1,35.79,Very Poor,High
SS-026547-PV1,67.07,Fair,Low
SS-026549-PV1,86.4,Good,Routine
SS-026550-PV1,66.36,Fair,Low
SS-026551-PV1,74.3,Satisfactory,Routine
SS-026552-PV1,76.56,Satisfactory,Routine
SS-026553-PV1,100.0,Good,Routine
SS-026554-PV1,100.0,Good,Routine
SS-026555-PV1,98.4,Good,Routine
SS-026556-PV1,74.02,Satisfactory,Routine
SS-026557-PV1,84.7,Satisfactory,Routine
SS-026558-PV1,96.4,Good,Routine
SS-026559-PV1,95.4,Good,Routine
SS-026560-PV1,100.0,Good,Routine
SS-026561-PV1,100.0,Good,Routine
SS-026562-PV1,100.0,Good,Routine
SS-026563-PV1,84.38,Satisfactory,Routine
SS-026564-PV1,78.53,Satisfactory,Routine
SS-026565-PV1,71.51,Satisfactory,Routine
SS-026566-PV1,73.46,Satisfactory,Routine
SS-026567-PV1,78.45,Satisfactory,Routine
SS-026568-PV1,78.18,Satisfactory,Routine
SS-026569-PV1,47.22,Poor,Medium
SS-026570-PV1,67.07,Fair,Low
SS-026571-PV1,51.33,Poor,Medium
SS-026572-PV1,25.93,Very Poor,High
SS-026573-PV1,78.16,Satisfactory,Routine
SS-026574-PV1,58.47,Fair,Low
